ベンダ,GRAPHTEC Corporation
モデル,GL240
ファームウェア,Ver1.55
ソフトウェア, "Ver1.31"
最大CH数,10CH
GS開始CH
WL開始CH,10CH
測定間隔,100ms
測定点数,360533      
トリガ点,0           
開始時刻,2024-05-23,09:12:59
終了時刻,2024-05-23,19:13:55
トリガ時刻,2024-05-23,09:13:02
AC Mode, AC1_2, AC1_2
Logic/Pulse,Off,Off
アンプ設定
CH,信号名,アンプ,入力,レンジ,温度レンジ,フィルタ,スパン,,単位
CH1,CH 1,M,DC,100V,,Off,50.000000,-50.000000,V
CH2,CH 2,M,DC,100V,,Off,50.000000,-50.000000,V
CH3,CH 3,M,DC,100V,,Off,50.000000,-50.000000,V
CH4,CH 4,M,DC,100V,,Off,50.000000,-50.000000,V
CH5,CH 5,M,DC,100V,,Off,50.000000,-50.000000,V
CH6,CH 6,M,DC,100V,,Off,50.000000,-50.000000,V
CH7,CH 7,M,DC,100V,,Off,50.000000,-50.000000,V
CH8,CH 8,M,DC,100V,,Off,50.000000,-50.000000,V
CH9,CH 9,M,DC,100V,,Off,50.000000,-50.000000,V
CH10,CH10,M,DC,100V,,Off,50.000000,-50.000000,V
測定値
番号,日付 時間,ms,CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,CH9,CH10,Alarm1,AlarmOut
NO.,Time,ms,V,V,V,V,V,V,V,V,V,V,A1234567890,A123456789
7330,2024-05-23 09:25:14,900,+0.12,-0.07,+0.01,+0.21,-0.02,-0.01,+0.00,+0.01,+0.48,-0.09,LLLLLLLLLL,LLLLLLLLL
7331,2024-05-23 09:25:15,000,+0.12,-0.07,+0.01,+0.21,-0.02,-0.01,+0.00,+0.01,+0.48,-0.09,LLLLLLLLLL,LLLLLLLLL
7332,2024-05-23 09:25:15,100,+0.12,-0.07,+0.01,+0.21,-0.02,-0.01,+0.00,+0.00,+0.49,-0.10,LLLLLLLLLL,LLLLLLLLL
7333,2024-05-23 09:25:15,200,+0.12,-0.06,+0.01,+0.21,-0.01,+0.00,+0.00,+0.01,+0.49,-0.10,LLLLLLLLLL,LLLLLLLLL
7334,2024-05-23 09:25:15,300,+0.12,-0.06,+0.01,+0.21,-0.02,-0.01,+0.00,+0.01,+0.48,-0.10,LLLLLLLLLL,LLLLLLLLL
7335,2024-05-23 09:25:15,400,+0.12,-0.06,+0.01,+0.21,-0.03,-0.01,+0.00,+0.01,+0.48,-0.10,LLLLLLLLLL,LLLLLLLLL
7336,2024-05-23 09:25:15,500,+0.12,-0.06,+0.01,+0.21,-0.03,+0.00,+0.00,+0.01,+0.48,-0.10,LLLLLLLLLL,LLLLLLLLL
7337,2024-05-23 09:25:15,600,+0.12,-0.06,+0.01,+0.21,-0.02,-0.01,+0.00,+0.01,+0.48,-0.11,LLLLLLLLLL,LLLLLLLLL
7338,2024-05-23 09:25:15,700,+0.12,-0.05,+0.01,+0.21,-0.03,-0.01,+0.00,+0.01,+0.48,-0.12,LLLLLLLLLL,LLLLLLLLL
7339,2024-05-23 09:25:15,800,+0.12,-0.05,+0.01,+0.21,-0.03,-0.01,+0.00,+0.01,+0.48,-0.12,LLLLLLLLLL,LLLLLLLLL
7340,2024-05-23 09:25:15,900,+0.12,-0.05,+0.01,+0.21,-0.03,-0.01,+0.00,+0.01,+0.48,-0.12,LLLLLLLLLL,LLLLLLLLL
7341,2024-05-23 09:25:16,000,+0.12,-0.05,+0.01,+0.21,-0.02,-0.01,-0.01,+0.01,+0.48,-0.12,LLLLLLLLLL,LLLLLLLLL
7342,2024-05-23 09:25:16,100,+0.12,-0.05,+0.01,+0.22,-0.02,-0.01,+0.00,+0.01,+0.48,-0.12,LLLLLLLLLL,LLLLLLLLL
7343,2024-05-23 09:25:16,200,+0.12,-0.05,+0.01,+0.23,-0.02,-0.01,+0.00,+0.01,+0.48,-0.13,LLLLLLLLLL,LLLLLLLLL
7344,2024-05-23 09:25:16,300,+0.12,-0.05,+0.01,+0.21,-0.02,-0.01,-0.01,+0.01,+0.48,-0.13,LLLLLLLLLL,LLLLLLLLL
7345,2024-05-23 09:25:16,400,+0.12,-0.05,+0.01,+0.21,-0.03,-0.01,+0.00,+0.01,+0.47,-0.14,LLLLLLLLLL,LLLLLLLLL
7346,2024-05-23 09:25:16,500,+0.12,-0.05,+0.01,+0.21,-0.02,-0.01,+0.00,+0.00,+0.47,-0.14,LLLLLLLLLL,LLLLLLLLL
7347,2024-05-23 09:25:16,600,+0.12,-0.04,+0.01,+0.22,-0.02,-0.01,+0.01,+0.01,+0.47,-0.14,LLLLLLLLLL,LLLLLLLLL
7348,2024-05-23 09:25:16,700,+0.12,-0.04,+0.01,+0.22,-0.03,-0.01,+0.00,+0.01,+0.47,-0.14,LLLLLLLLLL,LLLLLLLLL
7349,2024-05-23 09:25:16,800,+0.12,-0.04,+0.01,+0.22,-0.03,-0.01,+0.01,+0.01,+0.47,-0.15,LLLLLLLLLL,LLLLLLLLL
7350,2024-05-23 09:25:16,900,+0.12,-0.04,+0.01,+0.21,-0.02,-0.01,+0.00,+0.01,+0.47,-0.15,LLLLLLLLLL,LLLLLLLLL
7351,2024-05-23 09:25:17,000,+0.12,-0.04,+0.01,+0.21,-0.02,-0.01,+0.00,+0.01,+0.47,-0.15,LLLLLLLLLL,LLLLLLLLL
7352,2024-05-23 09:25:17,100,+0.12,-0.04,+0.01,+0.21,-0.03,-0.01,+0.01,+0.01,+0.47,-0.15,LLLLLLLLLL,LLLLLLLLL
7353,2024-05-23 09:25:17,200,+0.12,-0.04,+0.01,+0.22,-0.02,-0.01,+0.00,+0.01,+0.46,-0.16,LLLLLLLLLL,LLLLLLLLL
7354,2024-05-23 09:25:17,300,+0.12,-0.04,+0.01,+0.21,-0.02,-0.01,+0.00,+0.01,+0.47,-0.16,LLLLLLLLLL,LLLLLLLLL
7355,2024-05-23 09:25:17,400,+0.12,-0.03,+0.01,+0.21,-0.02,-0.01,+0.00,+0.01,+0.46,-0.16,LLLLLLLLLL,LLLLLLLLL
7356,2024-05-23 09:25:17,500,+0.12,-0.04,+0.01,+0.21,-0.02,-0.01,+0.00,+0.00,+0.46,-0.16,LLLLLLLLLL,LLLLLLLLL
7357,2024-05-23 09:25:17,600,+0.12,-0.04,+0.01,+0.21,-0.03,-0.01,-0.01,+0.01,+0.45,-0.16,LLLLLLLLLL,LLLLLLLLL
7358,2024-05-23 09:25:17,700,+0.12,-0.04,+0.01,+0.21,-0.03,-0.01,+0.00,+0.01,+0.45,-0.17,LLLLLLLLLL,LLLLLLLLL
7359,2024-05-23 09:25:17,800,+0.12,-0.03,+0.01,+0.21,-0.02,-0.01,+0.01,+0.01,+0.45,-0.17,LLLLLLLLLL,LLLLLLLLL
7360,2024-05-23 09:25:17,900,+0.12,-0.04,+0.01,+0.21,-0.02,-0.01,+0.00,+0.01,+0.44,-0.17,LLLLLLLLLL,LLLLLLLLL
7361,2024-05-23 09:25:18,000,+0.12,-0.03,+0.01,+0.21,-0.03,-0.01,+0.00,+0.01,+0.44,-0.17,LLLLLLLLLL,LLLLLLLLL
7362,2024-05-23 09:25:18,100,+0.12,-0.03,+0.01,+0.21,-0.03,-0.01,+0.00,+0.01,+0.45,-0.18,LLLLLLLLLL,LLLLLLLLL
7363,2024-05-23 09:25:18,200,+0.12,-0.03,+0.01,+0.21,-0.02,-0.01,-0.01,+0.01,+0.43,-0.18,LLLLLLLLLL,LLLLLLLLL
7364,2024-05-23 09:25:18,300,+0.12,-0.03,+0.01,+0.21,-0.02,-0.01,+0.00,+0.01,+0.43,-0.18,LLLLLLLLLL,LLLLLLLLL
7365,2024-05-23 09:25:18,400,+0.12,-0.03,+0.01,+0.21,-0.02,-0.01,+0.00,+0.01,+0.43,-0.18,LLLLLLLLLL,LLLLLLLLL
7366,2024-05-23 09:25:18,500,+0.12,-0.03,+0.01,+0.21,-0.02,-0.01,+0.00,+0.01,+0.43,-0.18,LLLLLLLLLL,LLLLLLLLL
7367,2024-05-23 09:25:18,600,+0.12,-0.03,+0.01,+0.21,-0.03,-0.01,+0.00,+0.01,+0.42,-0.18,LLLLLLLLLL,LLLLLLLLL
7368,2024-05-23 09:25:18,700,+0.12,-0.02,+0.01,+0.21,-0.02,-0.01,+0.00,+0.01,+0.42,-0.19,LLLLLLLLLL,LLLLLLLLL
7369,2024-05-23 09:25:18,800,+0.12,-0.03,+0.01,+0.21,-0.02,-0.01,+0.00,+0.01,+0.42,-0.18,LLLLLLLLLL,LLLLLLLLL
7370,2024-05-23 09:25:18,900,+0.12,-0.03,+0.01,+0.21,-0.03,-0.01,+0.01,+0.01,+0.42,-0.19,LLLLLLLLLL,LLLLLLLLL
7371,2024-05-23 09:25:19,000,+0.12,-0.03,+0.01,+0.20,-0.03,-0.01,+0.01,+0.01,+0.42,-0.19,LLLLLLLLLL,LLLLLLLLL
7372,2024-05-23 09:25:19,100,+0.12,-0.02,+0.01,+0.21,-0.03,-0.01,+0.00,+0.01,+0.41,-0.19,LLLLLLLLLL,LLLLLLLLL
7373,2024-05-23 09:25:19,200,+0.12,-0.02,+0.01,+0.20,-0.02,-0.01,+0.00,+0.01,+0.41,-0.19,LLLLLLLLLL,LLLLLLLLL
7374,2024-05-23 09:25:19,300,+0.12,-0.02,+0.01,+0.21,-0.02,-0.01,+0.00,+0.01,+0.41,-0.19,LLLLLLLLLL,LLLLLLLLL
7375,2024-05-23 09:25:19,400,+0.12,-0.02,+0.01,+0.20,-0.02,-0.01,+0.00,+0.01,+0.40,-0.20,LLLLLLLLLL,LLLLLLLLL
7376,2024-05-23 09:25:19,500,+0.12,-0.02,+0.01,+0.20,-0.02,-0.01,-0.01,+0.01,+0.40,-0.20,LLLLLLLLLL,LLLLLLLLL
7377,2024-05-23 09:25:19,600,+0.12,-0.02,+0.01,+0.20,-0.02,-0.01,+0.00,+0.01,+0.40,-0.20,LLLLLLLLLL,LLLLLLLLL
7378,2024-05-23 09:25:19,700,+0.12,-0.02,+0.01,+0.20,-0.02,-0.01,+0.00,+0.00,+0.40,-0.20,LLLLLLLLLL,LLLLLLLLL
7379,2024-05-23 09:25:19,800,+0.12,-0.02,+0.01,+0.20,-0.02,-0.01,+0.01,+0.00,+0.39,-0.20,LLLLLLLLLL,LLLLLLLLL
7380,2024-05-23 09:25:19,900,+0.12,-0.02,+0.01,+0.20,-0.03,-0.01,+0.00,+0.01,+0.39,-0.20,LLLLLLLLLL,LLLLLLLLL
7381,2024-05-23 09:25:20,000,+0.12,-0.02,+0.01,+0.20,-0.03,-0.01,+0.00,+0.01,+0.39,-0.20,LLLLLLLLLL,LLLLLLLLL
7382,2024-05-23 09:25:20,100,+0.12,-0.02,+0.01,+0.19,-0.03,-0.01,+0.00,+0.00,+0.39,-0.21,LLLLLLLLLL,LLLLLLLLL
7383,2024-05-23 09:25:20,200,+0.12,-0.01,+0.01,+0.18,-0.02,-0.01,+0.00,+0.01,+0.39,-0.21,LLLLLLLLLL,LLLLLLLLL
7384,2024-05-23 09:25:20,300,+0.12,-0.01,+0.01,+0.20,-0.02,-0.01,+0.00,+0.01,+0.39,-0.21,LLLLLLLLLL,LLLLLLLLL
7385,2024-05-23 09:25:20,400,+0.12,-0.01,+0.01,+0.18,-0.02,-0.01,+0.00,+0.00,+0.38,-0.21,LLLLLLLLLL,LLLLLLLLL
7386,2024-05-23 09:25:20,500,+0.12,-0.01,+0.01,+0.18,-0.02,-0.01,+0.00,+0.01,+0.37,-0.21,LLLLLLLLLL,LLLLLLLLL
7387,2024-05-23 09:25:20,600,+0.12,-0.01,+0.01,+0.19,-0.02,-0.01,+0.00,+0.01,+0.37,-0.21,LLLLLLLLLL,LLLLLLLLL
7388,2024-05-23 09:25:20,700,+0.12,-0.01,+0.01,+0.19,-0.02,-0.01,+0.00,+0.00,+0.37,-0.21,LLLLLLLLLL,LLLLLLLLL
7389,2024-05-23 09:25:20,800,+0.12,-0.01,+0.01,+0.18,-0.02,-0.01,+0.00,+0.01,+0.37,-0.21,LLLLLLLLLL,LLLLLLLLL
7390,2024-05-23 09:25:20,900,+0.12,-0.01,+0.01,+0.18,-0.02,-0.01,+0.01,+0.01,+0.36,-0.21,LLLLLLLLLL,LLLLLLLLL
7391,2024-05-23 09:25:21,000,+0.12,-0.01,+0.01,+0.18,-0.02,-0.01,+0.01,+0.01,+0.35,-0.21,LLLLLLLLLL,LLLLLLLLL
7392,2024-05-23 09:25:21,100,+0.12,-0.01,+0.01,+0.18,-0.02,-0.01,+0.00,+0.01,+0.36,-0.21,LLLLLLLLLL,LLLLLLLLL
7393,2024-05-23 09:25:21,200,+0.12,-0.01,+0.01,+0.18,-0.02,-0.01,+0.00,+0.01,+0.36,-0.21,LLLLLLLLLL,LLLLLLLLL
7394,2024-05-23 09:25:21,300,+0.12,-0.01,+0.01,+0.18,-0.03,-0.01,+0.00,+0.01,+0.36,-0.21,LLLLLLLLLL,LLLLLLLLL
7395,2024-05-23 09:25:21,400,+0.12,-0.01,+0.01,+0.18,-0.02,-0.01,+0.00,+0.01,+0.35,-0.22,LLLLLLLLLL,LLLLLLLLL
7396,2024-05-23 09:25:21,500,+0.12,-0.01,+0.01,+0.18,-0.02,-0.01,+0.00,+0.01,+0.35,-0.22,LLLLLLLLLL,LLLLLLLLL
7397,2024-05-23 09:25:21,600,+0.12,-0.01,+0.01,+0.18,-0.02,-0.01,+0.00,+0.00,+0.35,-0.22,LLLLLLLLLL,LLLLLLLLL
7398,2024-05-23 09:25:21,700,+0.12,-0.01,+0.01,+0.18,-0.02,-0.01,+0.00,+0.01,+0.35,-0.22,LLLLLLLLLL,LLLLLLLLL
7399,2024-05-23 09:25:21,800,+0.12,-0.01,+0.01,+0.18,-0.02,-0.01,+0.00,+0.01,+0.35,-0.22,LLLLLLLLLL,LLLLLLLLL
7400,2024-05-23 09:25:21,900,+0.12,+0.00,+0.01,+0.18,-0.02,-0.01,+0.00,+0.01,+0.35,-0.22,LLLLLLLLLL,LLLLLLLLL
7401,2024-05-23 09:25:22,000,+0.12,-0.01,+0.01,+0.18,-0.02,-0.01,+0.01,+0.01,+0.35,-0.22,LLLLLLLLLL,LLLLLLLLL
7402,2024-05-23 09:25:22,100,+0.12,-0.01,+0.01,+0.18,-0.03,-0.01,+0.00,+0.01,+0.35,-0.22,LLLLLLLLLL,LLLLLLLLL
7403,2024-05-23 09:25:22,200,+0.12,-0.01,+0.01,+0.18,-0.03,-0.01,+0.00,+0.01,+0.35,-0.23,LLLLLLLLLL,LLLLLLLLL
7404,2024-05-23 09:25:22,300,+0.12,-0.01,+0.01,+0.18,-0.02,-0.01,+0.00,+0.01,+0.35,-0.22,LLLLLLLLLL,LLLLLLLLL
7405,2024-05-23 09:25:22,400,+0.12,-0.01,+0.01,+0.18,-0.02,-0.01,+0.00,+0.01,+0.35,-0.22,LLLLLLLLLL,LLLLLLLLL
7406,2024-05-23 09:25:22,500,+0.12,-0.01,+0.01,+0.18,-0.02,-0.01,+0.00,+0.00,+0.35,-0.22,LLLLLLLLLL,LLLLLLLLL
7407,2024-05-23 09:25:22,600,+0.12,-0.01,+0.01,+0.18,-0.02,-0.01,-0.01,+0.01,+0.34,-0.23,LLLLLLLLLL,LLLLLLLLL
7408,2024-05-23 09:25:22,700,+0.12,-0.01,+0.01,+0.18,-0.02,-0.01,+0.00,+0.01,+0.35,-0.22,LLLLLLLLLL,LLLLLLLLL
7409,2024-05-23 09:25:22,800,+0.12,-0.01,+0.01,+0.18,-0.01,-0.01,+0.00,+0.01,+0.35,-0.23,LLLLLLLLLL,LLLLLLLLL
7410,2024-05-23 09:25:22,900,+0.12,-0.01,+0.01,+0.18,-0.02,-0.01,+0.01,+0.00,+0.34,-0.22,LLLLLLLLLL,LLLLLLLLL
7411,2024-05-23 09:25:23,000,+0.12,+0.00,+0.01,+0.18,-0.02,-0.01,+0.00,+0.01,+0.35,-0.23,LLLLLLLLLL,LLLLLLLLL
7412,2024-05-23 09:25:23,100,+0.12,-0.01,+0.01,+0.18,-0.03,-0.01,+0.00,+0.00,+0.35,-0.23,LLLLLLLLLL,LLLLLLLLL
7413,2024-05-23 09:25:23,200,+0.12,-0.01,+0.01,+0.18,-0.02,-0.01,+0.00,+0.01,+0.35,-0.23,LLLLLLLLLL,LLLLLLLLL
7414,2024-05-23 09:25:23,300,+0.12,-0.01,+0.01,+0.18,-0.02,-0.01,+0.00,+0.01,+0.34,-0.22,LLLLLLLLLL,LLLLLLLLL
7415,2024-05-23 09:25:23,400,+0.12,-0.01,+0.01,+0.17,-0.03,-0.01,+0.00,+0.01,+0.34,-0.22,LLLLLLLLLL,LLLLLLLLL
7416,2024-05-23 09:25:23,500,+0.12,+0.00,+0.01,+0.18,-0.02,-0.01,+0.00,+0.01,+0.35,-0.23,LLLLLLLLLL,LLLLLLLLL
7417,2024-05-23 09:25:23,600,+0.12,-0.01,+0.01,+0.18,-0.02,-0.01,+0.00,+0.01,+0.34,-0.22,LLLLLLLLLL,LLLLLLLLL
7418,2024-05-23 09:25:23,700,+0.12,-0.01,+0.01,+0.18,-0.02,-0.01,+0.01,+0.01,+0.34,-0.23,LLLLLLLLLL,LLLLLLLLL
7419,2024-05-23 09:25:23,800,+0.12,-0.01,+0.01,+0.18,-0.02,-0.01,+0.00,+0.01,+0.34,-0.23,LLLLLLLLLL,LLLLLLLLL
7420,2024-05-23 09:25:23,900,+0.12,-0.01,+0.01,+0.18,-0.02,-0.01,+0.00,+0.00,+0.34,-0.23,LLLLLLLLLL,LLLLLLLLL
7421,2024-05-23 09:25:24,000,+0.12,-0.01,+0.01,+0.18,-0.03,-0.01,+0.00,+0.01,+0.34,-0.22,LLLLLLLLLL,LLLLLLLLL
7422,2024-05-23 09:25:24,100,+0.12,-0.01,+0.01,+0.18,-0.02,-0.01,+0.00,+0.01,+0.34,-0.22,LLLLLLLLLL,LLLLLLLLL
7423,2024-05-23 09:25:24,200,+0.12,-0.01,+0.01,+0.18,-0.02,-0.01,+0.00,+0.01,+0.34,-0.23,LLLLLLLLLL,LLLLLLLLL
7424,2024-05-23 09:25:24,300,+0.12,-0.01,+0.01,+0.18,-0.02,-0.01,+0.00,+0.01,+0.34,-0.23,LLLLLLLLLL,LLLLLLLLL
7425,2024-05-23 09:25:24,400,+0.12,-0.01,+0.01,+0.18,-0.03,-0.01,+0.00,+0.01,+0.35,-0.22,LLLLLLLLLL,LLLLLLLLL
7426,2024-05-23 09:25:24,500,+0.12,-0.01,+0.02,+0.18,-0.02,-0.01,+0.00,+0.00,+0.35,-0.23,LLLLLLLLLL,LLLLLLLLL
7427,2024-05-23 09:25:24,600,+0.12,-0.01,+0.01,+0.18,-0.02,-0.01,+0.00,+0.01,+0.35,-0.23,LLLLLLLLLL,LLLLLLLLL
7428,2024-05-23 09:25:24,700,+0.12,-0.01,+0.01,+0.18,-0.02,-0.01,+0.00,+0.01,+0.35,-0.23,LLLLLLLLLL,LLLLLLLLL
7429,2024-05-23 09:25:24,800,+0.12,-0.01,+0.01,+0.18,-0.02,-0.01,+0.00,+0.00,+0.34,-0.23,LLLLLLLLLL,LLLLLLLLL
7430,2024-05-23 09:25:24,900,+0.12,-0.01,+0.01,+0.18,-0.02,-0.02,-0.01,-0.01,+0.34,-0.23,LLLLLLLLLL,LLLLLLLLL
7431,2024-05-23 09:25:25,000,+0.12,-0.01,+0.01,+0.18,-0.03,-0.02,-0.01,+0.00,+0.34,-0.23,LLLLLLLLLL,LLLLLLLLL
7432,2024-05-23 09:25:25,100,+0.12,-0.01,+0.01,+0.18,-0.03,-0.01,-0.01,+0.00,+0.35,-0.23,LLLLLLLLLL,LLLLLLLLL
7433,2024-05-23 09:25:25,200,+0.12,-0.01,+0.01,+0.17,-0.02,-0.01,-0.01,+0.00,+0.35,-0.22,LLLLLLLLLL,LLLLLLLLL
7434,2024-05-23 09:25:25,300,+0.12,-0.01,+0.01,+0.18,-0.03,-0.01,-0.01,+0.01,+0.35,-0.23,LLLLLLLLLL,LLLLLLLLL
7435,2024-05-23 09:25:25,400,+0.12,-0.01,+0.01,+0.18,-0.03,-0.01,-0.01,+0.00,+0.35,-0.22,LLLLLLLLLL,LLLLLLLLL
7436,2024-05-23 09:25:25,500,+0.12,-0.01,+0.01,+0.18,-0.03,-0.01,+0.00,+0.01,+0.35,-0.22,LLLLLLLLLL,LLLLLLLLL
7437,2024-05-23 09:25:25,600,+0.12,-0.02,+0.01,+0.18,-0.03,-0.01,-0.01,+0.00,+0.35,-0.22,LLLLLLLLLL,LLLLLLLLL
7438,2024-05-23 09:25:25,700,+0.12,-0.01,+0.01,+0.18,-0.03,-0.02,-0.01,+0.00,+0.35,-0.22,LLLLLLLLLL,LLLLLLLLL
7439,2024-05-23 09:25:25,800,+0.12,-0.01,+0.01,+0.18,-0.03,-0.02,-0.01,-0.01,+0.35,-0.22,LLLLLLLLLL,LLLLLLLLL
7440,2024-05-23 09:25:25,900,+0.12,-0.01,+0.01,+0.18,-0.03,-0.02,-0.01,-0.01,+0.35,-0.22,LLLLLLLLLL,LLLLLLLLL
7441,2024-05-23 09:25:26,000,+0.12,-0.01,+0.01,+0.18,-0.03,-0.01,+0.00,+0.00,+0.35,-0.22,LLLLLLLLLL,LLLLLLLLL
7442,2024-05-23 09:25:26,100,+0.12,-0.01,+0.01,+0.18,-0.02,-0.01,+0.00,+0.01,+0.35,-0.21,LLLLLLLLLL,LLLLLLLLL
7443,2024-05-23 09:25:26,200,+0.12,-0.01,+0.01,+0.18,-0.02,-0.01,+0.00,+0.01,+0.36,-0.21,LLLLLLLLLL,LLLLLLLLL
7444,2024-05-23 09:25:26,300,+0.12,-0.01,+0.01,+0.18,-0.02,-0.01,+0.00,+0.01,+0.36,-0.22,LLLLLLLLLL,LLLLLLLLL
7445,2024-05-23 09:25:26,400,+0.12,-0.01,+0.01,+0.18,-0.03,-0.01,+0.00,+0.01,+0.36,-0.21,LLLLLLLLLL,LLLLLLLLL
7446,2024-05-23 09:25:26,500,+0.12,-0.01,+0.01,+0.18,-0.02,-0.01,+0.00,+0.01,+0.36,-0.21,LLLLLLLLLL,LLLLLLLLL
7447,2024-05-23 09:25:26,600,+0.12,-0.01,+0.01,+0.18,-0.03,-0.01,+0.01,+0.01,+0.36,-0.21,LLLLLLLLLL,LLLLLLLLL
7448,2024-05-23 09:25:26,700,+0.12,-0.01,+0.01,+0.18,-0.02,-0.01,+0.00,+0.01,+0.36,-0.21,LLLLLLLLLL,LLLLLLLLL
7449,2024-05-23 09:25:26,800,+0.12,-0.01,+0.01,+0.18,-0.02,-0.01,+0.01,+0.01,+0.37,-0.21,LLLLLLLLLL,LLLLLLLLL
7450,2024-05-23 09:25:26,900,+0.12,-0.02,+0.01,+0.18,-0.02,-0.01,+0.00,+0.01,+0.37,-0.21,LLLLLLLLLL,LLLLLLLLL
7451,2024-05-23 09:25:27,000,+0.12,-0.01,+0.01,+0.18,-0.02,-0.01,+0.00,+0.01,+0.37,-0.21,LLLLLLLLLL,LLLLLLLLL
7452,2024-05-23 09:25:27,100,+0.12,-0.02,+0.01,+0.18,-0.03,-0.01,+0.00,+0.01,+0.37,-0.21,LLLLLLLLLL,LLLLLLLLL
7453,2024-05-23 09:25:27,200,+0.12,-0.01,+0.01,+0.19,-0.02,-0.01,+0.00,+0.00,+0.37,-0.21,LLLLLLLLLL,LLLLLLLLL
7454,2024-05-23 09:25:27,300,+0.12,-0.01,+0.01,+0.19,-0.02,-0.01,+0.00,+0.01,+0.37,-0.21,LLLLLLLLLL,LLLLLLLLL
7455,2024-05-23 09:25:27,400,+0.12,-0.01,+0.01,+0.18,-0.03,-0.01,-0.01,+0.01,+0.37,-0.21,LLLLLLLLLL,LLLLLLLLL
7456,2024-05-23 09:25:27,500,+0.12,-0.02,+0.01,+0.19,-0.02,-0.01,+0.00,+0.01,+0.37,-0.21,LLLLLLLLLL,LLLLLLLLL
7457,2024-05-23 09:25:27,600,+0.12,-0.01,+0.01,+0.19,-0.02,-0.01,+0.00,+0.00,+0.38,-0.21,LLLLLLLLLL,LLLLLLLLL
7458,2024-05-23 09:25:27,700,+0.12,-0.01,+0.01,+0.19,-0.02,-0.01,+0.00,+0.01,+0.38,-0.21,LLLLLLLLLL,LLLLLLLLL
7459,2024-05-23 09:25:27,800,+0.12,-0.01,+0.01,+0.19,-0.02,-0.01,+0.01,+0.01,+0.39,-0.21,LLLLLLLLLL,LLLLLLLLL
7460,2024-05-23 09:25:27,900,+0.12,-0.02,+0.01,+0.20,-0.02,-0.01,+0.00,+0.01,+0.38,-0.21,LLLLLLLLLL,LLLLLLLLL
7461,2024-05-23 09:25:28,000,+0.12,-0.01,+0.01,+0.19,-0.03,-0.01,+0.00,+0.01,+0.39,-0.21,LLLLLLLLLL,LLLLLLLLL
7462,2024-05-23 09:25:28,100,+0.12,-0.01,+0.01,+0.19,-0.03,-0.01,+0.00,+0.01,+0.39,-0.21,LLLLLLLLLL,LLLLLLLLL
7463,2024-05-23 09:25:28,200,+0.12,-0.02,+0.01,+0.19,-0.02,-0.01,+0.01,+0.01,+0.39,-0.21,LLLLLLLLLL,LLLLLLLLL
7464,2024-05-23 09:25:28,300,+0.12,-0.02,+0.01,+0.20,-0.02,-0.01,+0.00,+0.01,+0.39,-0.21,LLLLLLLLLL,LLLLLLLLL
7465,2024-05-23 09:25:28,400,+0.12,-0.02,+0.01,+0.20,-0.02,-0.01,+0.00,+0.01,+0.39,-0.21,LLLLLLLLLL,LLLLLLLLL
7466,2024-05-23 09:25:28,500,+0.12,-0.02,+0.01,+0.19,-0.02,-0.01,+0.01,+0.01,+0.39,-0.20,LLLLLLLLLL,LLLLLLLLL
7467,2024-05-23 09:25:28,600,+0.12,-0.02,+0.01,+0.20,-0.02,-0.01,+0.01,+0.01,+0.39,-0.20,LLLLLLLLLL,LLLLLLLLL
7468,2024-05-23 09:25:28,700,+0.12,-0.01,+0.01,+0.19,-0.03,-0.01,+0.00,+0.01,+0.39,-0.20,LLLLLLLLLL,LLLLLLLLL
7469,2024-05-23 09:25:28,800,+0.12,-0.02,+0.01,+0.20,-0.03,-0.01,+0.00,+0.01,+0.39,-0.21,LLLLLLLLLL,LLLLLLLLL
7470,2024-05-23 09:25:28,900,+0.12,-0.02,+0.01,+0.20,-0.03,-0.01,+0.00,+0.00,+0.39,-0.20,LLLLLLLLLL,LLLLLLLLL
7471,2024-05-23 09:25:29,000,+0.12,-0.02,+0.01,+0.19,-0.02,-0.01,+0.00,+0.01,+0.39,-0.20,LLLLLLLLLL,LLLLLLLLL
7472,2024-05-23 09:25:29,100,+0.12,-0.02,+0.01,+0.20,-0.02,-0.01,+0.00,+0.01,+0.39,-0.20,LLLLLLLLLL,LLLLLLLLL
7473,2024-05-23 09:25:29,200,+0.12,-0.02,+0.01,+0.20,-0.02,-0.01,+0.00,+0.01,+0.40,-0.20,LLLLLLLLLL,LLLLLLLLL
7474,2024-05-23 09:25:29,300,+0.12,-0.02,+0.01,+0.20,-0.02,-0.01,+0.00,+0.01,+0.40,-0.20,LLLLLLLLLL,LLLLLLLLL
7475,2024-05-23 09:25:29,400,+0.12,-0.02,+0.01,+0.20,-0.02,-0.01,+0.00,+0.01,+0.40,-0.20,LLLLLLLLLL,LLLLLLLLL
7476,2024-05-23 09:25:29,500,+0.12,-0.02,+0.01,+0.20,-0.02,-0.01,+0.00,+0.01,+0.40,-0.20,LLLLLLLLLL,LLLLLLLLL
7477,2024-05-23 09:25:29,600,+0.12,-0.02,+0.01,+0.20,-0.02,-0.01,+0.00,+0.01,+0.40,-0.20,LLLLLLLLLL,LLLLLLLLL
7478,2024-05-23 09:25:29,700,+0.12,-0.02,+0.01,+0.20,-0.03,-0.01,+0.00,+0.01,+0.40,-0.20,LLLLLLLLLL,LLLLLLLLL
